Unique.ID,Reserve,Site,Subsite.Strain,Subsite.Soil,PlantSpecies.Strain,PlantSpecies.Soil,CollectionDate,Waypoint,Lat,Lon,Elev,GenoData,PhenoData,Sequenced,Clade,nreA,nreX,nreY,nreA_alleles,nreX_alleles,nreY_alleles,UV.MIT_mean,Ni.MIC_mean,Co.MIC_mean,Cr.MIC_mean,y0.no_mean,y0_lm.no_mean,mumax.no_mean,lag.no_mean,r2.no_mean,y0.ni_mean,y0_lm.ni_mean,mumax.ni_mean,lag.ni_mean,r2.ni_mean,OD72hr.no_mean,OD72hr.ni_mean,OD72hrRatio_mean,AUC.no_mean,AUC.ni_mean,ODf.no_mean,ODf.ni_mean,ODmax.no_mean,ODmax.ni_mean,Ni.ppm,CA.MG.RATIO,SerpentineType,Ni.ppm.A,CA.MG.RATIO.A,Ni.ppm.C,CA.MG.RATIO.C,Ni.ppm.X,CA.MG.RATIO.X,Ni.CV,CaMg.CV,SAMPLEID,OM,ENR,CEC,NO3_N,P1,HCO3_P,PH,BUFFER_PH,S,H,H_PCT,K,K_PCT,MG,MG_PCT,CA,CA_PCT,NA.,NA_PCT,AreaCounted,TotalPlantCount,Notes.Strain,Notes.Soil,Merge.Notes,Storage.note,Strain.issues
M0519,Jasper Ridge,J002w,C,C,w,w,3/13/19,334,37.40370696,-122.239237,82.968513,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,24,1.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.240208877,N,3.4,1.36249015,6.7,1.240208877,NA,NA,0.462069778,0.06644327,C0047,4.3,116,18.3,1,1.3,5.7,6.5,7.1,3.4,1.4,7.5,107.8,1.5,1149,51.6,1425,38.8,23.6,0.6,1,3,Originally mixed with contamination,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0520,Jasper Ridge,J001c,B,NA,w,w,NA,323,37.40609899,-122.227688,144.942963,has data,has data,Y,2,yes,yes,yes,"3,6","3,1","3,6",24,4.333333333,NA,NA,0.1896,0.186715175,0.044542252,0.344113203,0.996542219,0.187866667,0.123589521,0.031100752,13.6885823,0.999432128,0.8169,0.809266667,-0.007062162,74.49863333,77.42833333,0.918733333,1.128,0.920033333,1.128,78.9,0.337084811,S,92.9,0.364202335,64.9,0.310262989,NA,NA,0.250937768,0.113099594,NA,4.7,123.7,17.25,44.9,2.75,7.15,6.4,7.05,4.35,1.55,9,112.25,1.65,1550.5,73.85,522.65,15.1,15.35,0.4,NA,NA,Originally mixed with contamination,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0522,Jasper Ridge,J001c,A,A,w,w,3/13/19,319,37.40599103,-122.227564,144.942963,has data,has data,Y,2,yes,yes,yes,"3,6","3,1",6,56,3,NA,NA,0.184733333,0.173688326,0.054793155,1.145105173,0.998859783,0.192066667,0.188438615,0.039420607,0.489670533,0.996500361,0.777566667,0.849,0.092020652,70.75771667,79.842,0.8091,1.016533333,0.8092,1.0266,92.9,0.364202335,S,92.9,0.364202335,64.9,0.310262989,NA,NA,0.250937768,0.113099594,A0008,4.9,127.4,17.4,38.7,3,6.9,6.4,7,3.9,1.6,9,115.8,1.7,1542,72.8,561.6,16.1,14.8,0.4,1,5,Originally mixed with contamination,Both the b and w sites for J001c were combined into one soil sample,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0526,Jasper Ridge,J001c,B,NA,w,w,NA,323,37.40609899,-122.227688,144.942963,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,36,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,0.337084811,S,92.9,0.364202335,64.9,0.310262989,NA,NA,0.250937768,0.113099594,NA,4.7,123.7,17.25,44.9,2.75,7.15,6.4,7.05,4.35,1.55,9,112.25,1.65,1550.5,73.85,522.65,15.1,15.35,0.4,NA,NA,Originally mixed with contamination,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0527,McLaughlin,M081c,C,C,w,w,3/8/19,121,38.86004403,-122.411475,722.867371,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,52,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,0.375135501,S,18.3,0.376822277,20.8,0.298688525,NA,NA,0.090422862,0.163576677,C0027,3.8,106,16.9,52.7,7.6,15.4,6.4,7.2,5.5,1.5,9,173.5,2.6,1476,71.8,553.7,16.3,9.3,0.2,6,25,Originally mixed with contamination,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0528,Pepperwood,P008b,C,C,b,b,3/12/19,216,38.56824199,-122.690107,400.753204,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,0.308836944,S,13.3,0.425808081,8.6,0.308836944,NA,NA,0.30350702,0.225172923,C0031,3,90,17.5,2.9,3.2,7.9,7,7.3,1.6,0,0,122.6,1.8,1754,82.4,541.7,15.4,15.8,0.4,1,168,Originally mixed with contamination,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0544,McLaughlin,M539b,A,A,b,b,3/7/19,3,38.86068298,-122.414551,735.034546,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,0.740400925,S,51.4,0.740400925,61.7,1.057915058,NA,NA,0.128792217,0.24969627,A0039,5.6,142.4,16.6,50.9,7,11.3,6.7,7.1,3.2,0.7,4.5,120.1,1.9,1297,64.4,960.3,28.9,13.8,0.4,48,62,Originally mixed with contamination,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0553,South Hills,S003b,B,NA,b,b,NA,375,35.266022,-120.663807,34.570213,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,0.142874671,S,7.2,0.11787234,7.5,0.176935818,NA,NA,0.028861501,0.283331273,NA,3.15,92.7,27.6,3.7,5.5,7.2,6.6,6.9,2.05,1.65,6,121.7,1.2,2852.5,84.8,407.55,7.55,30.55,0.5,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0555,Hastings,A001w,A,X,w,w,NA,NA,36.38804,-121.54839,1880,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,60,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.546626984,N,NA,NA,NA,NA,2.7,2.546626984,NA,NA,A0057,8.4,198,23.5,35.1,52,34.2,6.6,7.1,5.7,1.4,6,343.3,3.7,1008,35.3,2567,54.5,25,0.5,NA,NA,,"no subsites, only enough soil for 1 submission","strain matched soil data on Site and PlantSpecies but not Subsite, since soil did not have a Subsite",cryopreserved,
M0556,Pepperwood,P002b,B,NA,b,b,NA,165,38.58378698,-122.711812,434.884888,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,0.417620461,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,NA,2.2,73.7,7.45,11.3,4.15,8.25,7,7.4,3.15,0,0,60.15,2.05,707.7,77.8,295.55,19.55,10.05,0.6,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0563,Kirby Canyon,C001w,B,NA,w,w,NA,354,37.19046196,-121.677736,192.576141,has data,has data,Y,2,no,no,no,NA,NA,NA,48,3.333333333,NA,NA,0.187066667,0.182576429,0.059930225,0.414983301,0.999525092,0.201433333,0.189672601,0.029457578,2.032820193,0.999433473,0.962333333,0.729533333,-0.24145339,92.98498333,73.27435,1.013633333,1.1482,1.013633333,1.1482,42.2,0.401854775,S,46.9,0.4,37.5,0.404037801,NA,NA,0.157507198,0.007102045,NA,5.75,145,13.85,21.05,5.8,9.95,6.85,7.25,5.65,0.35,2.25,201.5,3.7,1267,75.25,509.15,18.4,12.5,0.4,NA,NA,Originally mixed with contamination,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0564,Edgewood,E001w,B,NA,w,w,NA,342,37.46401501,-122.280928,217.265152,has data,has data,Y,4,no,no,no,NA,NA,NA,32,1,NA,NA,0.168433333,0.023024077,0.020199065,109.0826994,0.993719133,0.162833333,0.053264381,0.007979532,234.0411315,0.942491228,0.1475,0.123233333,-0.1642068,-0.31625,-5.142383333,0.254866667,0.125066667,0.254966667,0.162833333,3.6,1.999542125,N,3.9,2.077838828,3.3,1.921245421,NA,NA,0.11785113,0.055376808,NA,5.35,136.9,23.05,32.85,3.9,7.7,6.3,6.85,5.75,2.5,10.75,193.3,2.15,1092,39.1,2183.5,47.3,33.95,0.65,NA,NA,Originally mixed with contamination,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0567,Pepperwood,P008b,C,C,b,b,3/12/19,216,38.56824199,-122.690107,400.753204,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,0.308836944,S,13.3,0.425808081,8.6,0.308836944,NA,NA,0.30350702,0.225172923,C0031,3,90,17.5,2.9,3.2,7.9,7,7.3,1.6,0,0,122.6,1.8,1754,82.4,541.7,15.4,15.8,0.4,1,168,Originally mixed with contamination,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0571,McLaughlin,M539b,B,NA,b,b,NA,7,38.86066404,-122.414583,735.202515,has data,has data,Y,7,yes,yes,yes,3,1,3,24,5,NA,NA,0.177833333,0.168296278,0.035574105,1.58011245,0.998018874,0.182766667,0.167784213,0.031481661,2.755006742,0.99870003,0.6365,0.5901,-0.072386159,56.52171667,51.52863333,0.8046,0.7575,0.8046,0.7575,56.55,0.899035494,S,51.4,0.740400925,61.7,1.057915058,NA,NA,0.128792217,0.24969627,NA,10.05,231.2,17.75,66.5,7.4,15.15,6.65,7.05,3.75,0.9,5.25,114.7,1.7,1296,60.3,1165.15,32.5,11.4,0.3,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0578,South Hills,S001w,A,A,w,w,3/15/19,364,35.26443397,-120.663005,57.551708,has data,has data,Y,2,yes,yes,yes,"3,6","3,1","3,6",60,3.666666667,NA,NA,0.183733333,0.17507926,0.036331885,1.374224848,0.995785022,0.193366667,0.193682751,0.023240965,-0.075361262,0.989934045,0.698333333,0.3125,-0.552405154,60.18153333,17.311,0.790133333,0.4503,0.790133333,0.4503,29.3,0.255194805,S,29.3,0.255194805,23.8,0.236009539,NA,NA,0.146481631,0.055235798,A0046,4.3,115.2,13,27.5,21.2,31.2,6.5,7.2,5,1,7.5,111.6,2.2,1232,77.7,314.4,12,17.1,0.6,1,2,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0579,McLaughlin,M021w,A,A,w,w,3/8/19,84,38.82463804,-122.34357,496.961975,has data,has data,Y,1,no,no,no,NA,NA,NA,72,4,NA,NA,0.1824,0.179285023,0.056394118,0.303337284,0.998945589,0.190066667,0.190527537,0.042360388,-0.054148893,0.991881063,0.5222,0.406366667,-0.221402997,41.36131667,22.39446667,0.480366667,0.3636,0.561666667,0.446933333,23,0.315843998,S,23,0.315843998,31,0.287841191,NA,NA,0.20951312,0.065600332,A0019,3.2,94.6,17.3,33,4.7,7.6,6.8,7.2,4.9,0.5,3,255.1,3.8,1641,78,518.3,15,10.8,0.3,12,62,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,purified by Miles
M0580,McLaughlin,M082c,A,A,b,b,3/8/19,148,38.85942503,-122.435335,766.292419,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,0.199038321,S,8.4,0.199038321,17.6,0.292508078,NA,NA,0.50041403,0.268919062,A0048,1.3,56,6.5,7.5,2,4.2,7.2,7.5,2.7,0,0,35.2,1.4,686.3,87.4,136.6,10.6,9.7,0.7,3,172,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0582,McLaughlin,M090w,B,NA,w,w,NA,106,38.83270998,-122.353802,672.929504,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,1.714935376,N,8.9,1.737352494,8.1,1.691401938,NA,NA,0.066551226,0.018952626,NA,4.85,127,16.85,59.75,8.4,11.2,6.1,7.05,8.65,2.4,13.75,174.8,2.7,835.6,40.85,1433,42.45,12.7,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0584,Pepperwood,P005b,A,A,b,b,3/11/19,191,38.56700398,-122.687196,368.590332,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,0.168612748,S,52.3,0.168612748,68.8,0.264221364,NA,NA,0.192688058,0.312385273,A0035,5.2,133.4,18.9,65.4,3.4,9.1,6.4,7,4.3,1.7,9,99.4,1.3,1867,81.1,314.8,8.3,13.6,0.3,3,7,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0586,Hopland,H094c,A,A,b,b,3/12/19,275,39.00361899,-123.100378,310.376129,has data,has data,Y,1,yes,yes,yes,2,1,1,72,5,NA,NA,0.1901,0.179837238,0.037100965,1.417225751,0.990243306,0.180133333,0.108582056,0.028688162,17.68956269,0.999414239,0.5371,0.4397,-0.182268069,38.49445,35.92941667,0.517133333,0.613233333,0.558533333,0.639733333,41.7,0.225657895,S,41.7,0.225657895,46.2,0.260458839,NA,NA,0.072400012,0.101243106,A0040,4.4,117,14.1,30.3,6.3,10.3,6.6,7.1,3.3,0.8,6,152.8,2.8,1368,80,308.7,11,8.3,0.3,2,4,,Both the b and w sites for H094c were combined into one soil sample,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0587,McLaughlin,M598w,A,A,w,w,3/8/19,92,38.83324298,-122.354358,654.034851,has data,has data,Y,6,yes,yes,no,3,1,NA,48,3,NA,NA,0.1588,0.085865264,0.009898872,61.58803547,0.963265588,0.171366667,0.079798899,0.004064266,352.7056213,0.81963304,0.1736,0.1247,-0.276158692,1.059083333,-6.210683333,0.194966667,0.1302,0.195033333,0.171366667,12.5,1.419161677,N,12.5,1.419161677,11.4,1.470026064,NA,NA,0.065089327,0.024897346,A0016,4.7,124.6,20.6,95.2,1.5,10.5,6.3,6.9,26.3,2.2,10.5,159.2,2,1169,46.8,1659,40.3,22.5,0.5,48,49,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0589,McLaughlin,M019c,A,A,b,b,3/8/19,61,38.81546798,-122.327529,446.156372,has data,has data,Y,1,yes,yes,yes,"3,2",1,1,48,4.333333333,NA,NA,0.189333333,0.177056794,0.036965515,1.785112392,0.999651429,0.1948,0.105531722,0.018501237,33.10554834,0.998789737,0.430333333,0.3261,-0.241888328,35.97535,14.02708333,0.6373,0.339966667,0.6373,0.3518,52.2,0.4869038,S,52.2,0.4869038,60.1,0.330323552,NA,NA,0.099486083,0.270962432,A0028,3.7,103.2,14.2,24,10.5,14,6.7,7.1,2.5,0.6,4.5,141.5,2.5,1237,71.6,602.3,21.1,8.4,0.3,12,123,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0590,Hopland,H092c,A,A,b,b,3/12/19,227,39.03075599,-123.067149,865.720215,has data,has data,Y,2,yes,yes,no,3,1,NA,36,4.333333333,NA,NA,0.162833333,0.149534235,0.06664352,1.372697146,0.999021487,0.1847,0.1870625,0.028533565,-0.815197513,0.998246143,1.0994,0.859233333,-0.212099437,110.20355,91.36323333,1.1722,1.285,1.173266667,1.285,0.4,1.240786241,N,0.4,1.240786241,1.8,1.516436903,NA,NA,0.899954085,0.141384605,A0043,2.3,75,18.7,28.9,1,4.2,6.7,7.2,2.3,0.8,4.5,71.7,1,1221,53.7,1515,40.4,15.4,0.4,1,340,"I changed the unique ID with M0849 because I accidently switched their unique ID's while prepping pellets and cyrovials. so plates will be opposite, but they are now stored in the -80 freezer",,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0592,McLaughlin,M090w,A,A,w,w,3/8/19,103,38.83270503,-122.353755,674.263794,has data,has data,Y,1,no,no,no,NA,NA,NA,44,3.666666667,NA,NA,0.159833333,0.149873324,0.044660768,1.444092736,0.999432112,0.177166667,0.058616716,0.033910394,32.76804421,0.999628436,0.499633333,0.5889,0.19006963,41.59598333,55.48448333,0.5038,0.907533333,0.5254,0.91,8.9,1.737352494,N,8.9,1.737352494,8.1,1.691401938,NA,NA,0.066551226,0.018952626,A0051,4.6,122,18,84.8,10,11.7,5.9,7.1,9.1,3.1,17,172.9,2.5,855.9,39.1,1487,41.2,12.3,0.3,48,90,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0598,McLaughlin,M081c,A,A,b,b,3/8/19,134,38.86008997,-122.411503,722.867371,has data,has data,Y,2,yes,yes,yes,6,3,6,28,4.333333333,NA,NA,0.1728,0.159962569,0.049041423,1.606653633,0.998736364,0.193333333,0.187386639,0.032485449,0.956397944,0.991989238,0.8948,0.882633333,-0.013051734,80.70458333,86.67206667,0.9285,1.219733333,0.930433333,1.225866667,18.3,0.376822277,S,18.3,0.376822277,20.8,0.298688525,NA,NA,0.090422862,0.163576677,A0012,3.3,95.8,13.2,25.3,8.5,9.7,6.7,7.2,4,0.6,4.5,95.8,1.9,1221,76,460.1,17.4,8.5,0.3,6,103,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0599,Sedgwick,G003c,A,A,b,b,3/16/19,399,34.73944,-120.027155,708.264832,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.333676093,S,17,0.333676093,18.5,0.289262372,NA,NA,0.059755503,0.10082936,A0062,2.3,76,12.1,4.1,12,21.9,7.8,7.5,3.1,0,0,175.9,3.7,1167,79.5,389.4,16.1,18.4,0.7,1,6,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0601,McLaughlin,M590w,A,A,w,w,3/8/19,115,38.841803,-122.356714,642.520752,has data,has data,Y,2,yes,yes,no,3,1,NA,28,4.666666667,NA,NA,0.154866667,0.139877104,0.052815684,1.89861974,0.99905207,0.180966667,0.162801329,0.033157869,3.202739212,0.999801592,0.9056,0.883133333,-0.024212092,86.70838333,86.26663333,0.941966667,1.147033333,0.961766667,1.152966667,4.1,1.97757516,N,4.1,1.97757516,3,1.625,NA,NA,0.21910351,0.138405599,A0006,4.2,113.4,18.5,71.3,18.3,17.8,5.9,6.9,8.7,3.2,17,257.4,3.5,811.6,36,1605,43.2,12.2,0.3,24,84,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0603,McLaughlin,M082c,B,NA,b,b,NA,142,38.85950197,-122.435321,766.292419,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.254249419,S,8.4,0.199038321,17.6,0.292508078,NA,NA,0.50041403,0.268919062,NA,1.55,61,8.15,10.9,2.05,7.45,7.1,7.45,2.6,0,0,47.1,1.45,838.35,85.4,213.15,12.7,8.3,0.5,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0608,McLaughlin,M539b,B,NA,b,b,NA,8,38.86067502,-122.414598,735.202515,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.55,0.899035494,S,51.4,0.740400925,61.7,1.057915058,NA,NA,0.128792217,0.24969627,NA,10.05,231.2,17.75,66.5,7.4,15.15,6.65,7.05,3.75,0.9,5.25,114.7,1.7,1296,60.3,1165.15,32.5,11.4,0.3,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0614,Hopland,H095w,B,NA,w,w,NA,315,39.00389601,-123.101097,294.187378,has data,has data,Y,10,yes,yes,no,2,1,NA,60,5,NA,NA,0.2043,0.194957595,0.068792462,0.738390219,0.99780315,0.177266667,0.043165388,0.073028612,19.99012792,0.996323427,0.733966667,0.5622,-0.201166312,68.99356667,43.55626667,0.795166667,0.488733333,0.795166667,0.577666667,23.35,0.400756098,S,20.8,0.401218918,25.9,0.400292826,NA,NA,0.154443023,0.001634027,NA,3.7,103.5,21.2,12.9,1.75,12.05,7.1,7.3,2.95,0,0,66,0.8,2050,79.5,821.55,19.35,18.75,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0615,Hopland,H635b,B,NA,b,b,NA,220,39.02723098,-123.064099,855.960327,has data,has data,Y,1,no,no,no,NA,NA,NA,48,2,NA,NA,0.1613,0.132888183,0.073507072,2.651615537,0.99957754,0.182666667,0.061024157,0.022083615,50.02311193,0.997435645,0.639466667,0.271966667,-0.574280184,58.92583333,11.9273,0.643966667,0.356666667,0.6897,0.356666667,2.45,3.18641145,N,3.8,4.110204082,1.1,2.510600179,NA,NA,0.779260534,0.341677755,NA,1.5,60,8.05,23.2,11.75,19.15,6.3,7.35,1.35,0.9,10.75,53.6,1.75,289.95,29.85,923.9,57.2,8.25,0.4,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0618,Pepperwood,P007w,B,NA,w,w,NA,209,38.56560596,-122.688633,382.567688,has data,has data,Y,10,yes,yes,yes,"3,2",1,2,24,4,NA,NA,0.1508,0.112270415,0.070856297,4.173017789,0.998299571,0.164933333,0.109087481,0.05329609,9.006312029,0.993811234,0.690333333,0.9456,0.372135501,69.00586667,85.1409,0.800666667,0.994333333,0.800666667,1.068766667,44.55,0.406027483,S,30.7,0.419930273,58.4,0.389871708,NA,NA,0.439660109,0.052493364,NA,5.75,144.8,18.45,75.8,4.55,9.9,6.5,7.1,8.4,1.4,7.75,217.7,3.05,1601,71.35,650.05,17.55,14.05,0.3,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0619,Hopland,H094c,B,NA,w,w,NA,283,39.00370801,-123.100353,311.729095,has data,has data,Y,1,yes,yes,yes,2,1,1,60,4.333333333,NA,NA,0.160333333,0.145010299,0.05740949,1.750433452,0.998271279,0.1704,0.118345821,0.033460893,10.88419043,0.998561483,0.4903,0.641,0.306749362,41.44943333,47.92231667,0.517,0.577966667,0.519866667,0.685033333,43.95,0.243754386,S,41.7,0.225657895,46.2,0.260458839,NA,NA,0.072400012,0.101243106,NA,4.75,124.5,14.85,35.5,10.4,14.85,6.6,7.1,4.55,0.85,6,169.45,2.95,1425,79.15,347.35,11.7,8.55,0.25,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0621,Pepperwood,P008b,A,A,b,b,3/12/19,213,38.568316,-122.690203,399.60553,has data,has data,Y,5,yes,yes,yes,3,1,3,68,2,NA,NA,0.176766667,0.099083534,0.059219144,12.19995646,0.987490774,0.183166667,0.064523426,0.051759719,23.48565236,0.971642836,0.5972,0.4628,-0.219618386,49.0144,22.31766667,0.717833333,0.3279,0.730433333,0.4825,13.3,0.425808081,S,13.3,0.425808081,8.6,0.308836944,NA,NA,0.30350702,0.225172923,A0042,3.1,91.8,21.2,21.7,1.4,6.4,6.9,7.3,2.2,0.3,1.5,119,1.4,1980,76.8,843.1,19.8,21.1,0.4,1,168,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0622,McLaughlin,M614b,B,NA,b,b,NA,56,38.81138197,-122.362023,500.656921,has data,has data,Y,7,yes,yes,yes,3,1,3,24,5,NA,NA,0.1695,0.072432273,0.034070187,25.09678976,0.999093604,0.190566667,0.117455726,0.028213602,17.15809131,0.99971778,0.559133333,0.5292,-0.051944871,49.40666667,46.98235,0.7927,0.7968,0.7927,0.7968,48.8,0.464375877,S,52.8,0.446457766,44.8,0.483381503,NA,NA,0.115919144,0.056158147,NA,5.1,132,15.35,40.7,3,6.95,6.95,7.25,3.6,0.1,0.75,67.65,1.1,1426,76.35,662.2,21.55,7.95,0.2,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0623,McLaughlin,M082c,B,NA,b,b,NA,142,38.85950197,-122.435321,766.292419,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.254249419,S,8.4,0.199038321,17.6,0.292508078,NA,NA,0.50041403,0.268919062,NA,1.55,61,8.15,10.9,2.05,7.45,7.1,7.45,2.6,0,0,47.1,1.45,838.35,85.4,213.15,12.7,8.3,0.5,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0626,Hopland,H662b,B,NA,b,b,NA,308,39.00375897,-123.102109,285.239258,has data,has data,Y,1,yes,yes,yes,2,1,1,56,4,NA,NA,0.1648,0.142454416,0.051381125,2.843982005,0.999636893,0.173133333,0.065622796,0.044303731,22.04762694,0.99155246,0.4801,0.485733333,0.013225721,38.04545,30.24695,0.487966667,0.388033333,0.505366667,0.497466667,23.85,0.261460102,S,21.1,0.353453148,26.6,0.184608121,NA,NA,0.163064457,0.443783898,NA,3.15,92.9,9.55,24.2,5.1,6.45,6.9,7.35,2.85,0.15,1.5,54.7,1.45,971.85,83.3,254.1,13.35,7.85,0.35,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
M0627,Pepperwood,P003w,B,NA,w,w,NA,172,38.58364902,-122.711027,454.563324,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,40,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,0.385327001,S,21.1,0.330521997,40.7,0.42736014,NA,NA,0.448520806,0.180700677,NA,4.85,126.7,12,92.15,9.9,12.85,6.3,7.15,5.65,1.35,10.75,129.85,2.7,1010.7,70.05,389.45,15.95,13.35,0.5,NA,NA,,NA,strain matched soil data on Site and PlantSpecies but was averaged between Subsites,cryopreserved,
